timestamp,temperature,pressure,voltage,battery
0,34.52240051346303,1.195762801632458,23.57313531198338,63.50773885491917
1,20.184167403571347,1.0144190976554273,23.667797926542566,94.22254393385113
2,34.20123668743796,1.170432621885127,26.541572633337672,84.29777855692
3,24.086757273316767,0.8247209178928647,25.241408056268842,67.29655475164387
4,28.38363662847122,1.0951990770942381,27.296144855548413,33.28442229239781
5,28.903119916545407,1.1919577139976751,27.05349061634987,72.5307255911874
6,17.59935437888023,1.1738265338602543,23.036617461603225,26.74336311571882
7,15.071687283282527,0.9231203195707408,22.09353821947863,48.892507982940636
8,33.02550595933212,0.8768605395786643,27.75538301123443,56.91072865675544
9,22.0217616827062,0.8573952329587522,23.275511087394296,67.91467270677413
10,24.619673959087184,1.0916946603567614,24.125364467146255,22.23691873428904
11,27.619366131107483,1.121064047212113,26.082448861802217,85.5880979099644
12,28.076740154713615,0.8128437446943545,23.812897172018623,31.59875194572816
13,31.74321825880493,0.9033067314653874,22.47714415854093,63.9212771633762
14,16.51587794358583,0.8297602500172937,27.735159869265257,81.30888501475008
15,24.682473240694456,1.0942990004112911,25.031148344285963,59.29603517348275
16,25.45557797503308,0.8609983651985009,23.63623202187093,46.31592944451629
17,26.694245713303935,1.1417060961328924,26.09682162334464,32.49140881783351
18,34.62559444896782,0.8411416291857539,23.147894598680164,96.82039312848742
19,31.666034529122296,0.821245120527969,24.939482496467566,43.043794971592924
20,16.65889542476793,1.0474451089994006,27.754032507898383,57.4906264532845
21,28.538693111909332,1.0582082714997452,27.657135685242814,63.083219983477434
22,24.87543296911255,1.004153788947784,22.778788485252765,43.248463944132844
23,26.603649544443975,0.9117667266592472,24.28091078362665,31.76189599786887
24,17.997443719361307,0.8123325701663582,23.984258509188322,74.50763681003149
25,33.459702419951824,0.8302915124276834,24.484750181480475,45.17160682269566
26,28.918556192159887,1.142399249681392,25.46467481680828,80.63496262058804
27,28.520860900417762,0.9846283705188794,25.901261914760465,70.05087392929761
28,32.76478447647053,1.0445743303124349,23.985159461312463,45.15200106246936
29,26.787760384557362,1.0768425919491054,25.340339555444544,30.278018605923425
30,22.501221471859868,0.8994910679920161,27.45937327076034,55.87068562257963
31,16.325689398071496,0.8686460665941486,22.313716408925966,82.05478938920847
32,23.650941467568124,0.9940915521304867,27.996515402544667,35.42426981054626
33,25.401808326435475,1.0548392760309804,22.699093662960973,97.82305510555582
34,33.776365070974215,1.1810565192467364,22.2031270911812,30.902993874353683
35,30.368496125152088,0.8949890156666339,25.15555930372093,34.25629449662565
36,19.555179801823424,0.8972967562606012,24.514051862399878,80.16731283324542
37,18.713913211336934,0.8219117838607242,26.655683157901002,83.11483340983904
38,30.00912185019117,1.1419647339155639,23.40016284234805,28.184682758079347
39,15.323226963348384,0.8305567462068913,22.962830730682,80.63331208234722
40,18.628856348683225,1.1758726052144692,22.861731003633533,43.83671870480104
41,18.77491826072947,1.1112032268556808,22.992192636816775,38.2525008744727
42,29.19333171268098,0.9738981689974857,22.97271496125329,31.98201370118074
43,30.706321015664685,0.9692769816160398,26.109188590209143,30.228545755006742
44,33.268076585020374,0.8696749107476833,25.439313241184916,31.49628665982413
45,24.45005604128169,0.8032557966698414,26.935107869295,86.55227392951923
46,19.2821492632171,1.1504009451730202,24.50152516892065,94.25756567811347
47,17.86730801098317,1.1346866103989506,23.99218937087187,80.89367127414602
48,17.175678226885978,1.1377637239598293,23.01675071859845,22.409288836170163
49,32.56153562217395,1.1654784672723362,25.14910843429576,57.159242287660916
50,33.61999725391354,1.1325364424412898,25.198252749064302,73.19423951104953
51,27.965470102571807,0.8433122573006282,24.674013892580767,31.81938346679643
